読Ｑ本ＩＤ, タイトル, タイトルよみがな, 著者ペンネーム姓, 著者ペンネーム名, 著者よみがな姓, 著者よみがな名, 著者読Ｑネーム, 出版社, ＩＳＢＮ, 読Q認定日 ,読Ｑ本ポイント, 出題数, 時短最大秒数, 読Q推薦図書か, 書店URL, 紙or青空電子, 推奨年代, 係数, ジャンル１, ジャンル２, ジャンル３, ジャンル４, 行数, 1行字数, 本文頁数, 空白頁数, 3/4空白頁数, 1/2空白頁数, 1/4空白頁数, p30短行数, p50短行数, p70短行数, p90短行数, p110短行数, 総字数, 参考字数, 登録者読Ｑネーム, 監修者読Ｑネーム, 著者監修者読Qネーム, 保有クイズ数, 受検回数, 受検者実数, 合格者数, 帯文数, 良書と認めた人数, 前年度合格者数順位/全登録冊数
dq234,かいぞくポケット1なぞのたから島,かいぞくぽけっと1なぞのたからじま,寺村,輝夫,てらむら,てるお,,アカネ書房,425103771,2022-07-06,0.26,8,120,,,字数カウントしていない本,小学校低学年,0.2,児童書,日本の文学,,,13,26,103,25,14,7,20,4,4,4,6,5,12886,,mizuho00641k,yukari00161s,,0,0,0,0,0,0,4/41,,
dq233,ジム・ボタンの機関車大旅行,じむ・ぼたんのきかんしゃだいりょこう,エンデ,ミヒャエル,えんで,みひゃえる,,岩波書店,400110998,2022-07-04,13.58,15,225,推薦図書,,字数カウントしていない本,小学校高学年,0.8,児童書,海外の文学,,,16,46,344,23,10,3,38,4,2,2,4,7,169763,,asako03331k,yukari05831k,,69,4,4,0,0,0,4/41,,
dq232,火曜日のごちそうはヒキガエル,かようびのごちそうはひきがえる,ラッセル,E・エリクソン,らっせる,いー・えりくそん,,評論社,456601336,2022-07-03,0.47,8,120,,,字数カウントしていない本,小学校低学年,0.2,児童書,,,,13,35,80,8,0,15,10,4,3,4,0,0,23436,,yukiko06941k,yukari05831k,,29,0,0,0,0,0,4/41,,
dq231,みにくいアヒルの子,みにくいアヒルのこ,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,,青空文庫,,2022-07-03,0.53,8,120,,,字数カウント済の本,小学校低学年～小学校中学年,0.4,児童書,海外の文学,名作,,10,14,122,0,0,0,100,0,0,0,0,1,13308,,kyoko03121k,yukari05831k,,27,1,1,0,0,0,4/41,,
dq230,sfg,fzg,fdg,rwt,fg,fdg,,青空文庫,457551919,2022-06-28,0.1,8,120,,,字数カウントしていない本,未就学～小学校低学年,0.1,児童書,,,,10,10,100,0,0,0,0,0,0,0,0,0,10000,,yukari88001k,,,0,0,0,0,0,0,4/41,,
dq229,ジオジオのたんじょうび,じおじおのたんじょうび,岸田,衿子,きしだ,えりこ,,アカネ書房,425100650,2022-07-04,0.11,8,120,,,字数カウントしていない本,小学校低学年,0.2,児童書,日本の文学,,,8,20,90,39,5,3,7,3,2,0,2,2,5456,,mizuho00641k,yukari05831k,,28,1,1,0,0,0,4/41,,
dq228,車のいろは空のいろ　白いぼうし,くるまのいろはそらのいろ　しろいぼうし,あまん,きみこ,あまん,きみこ,,ポプラ社,459106442,2022-06-20,0.16,8,120,,,字数カウントしていない本,小学校低学年,0.2,児童書,,,,14,33,120,25,10,23,10,8,7,6,5,28,7762,,yukiko06941k,yukari05831k,,27,0,0,0,0,0,4/41,,
dq227,ルドルフとノラねこブッチー,るどるふとのらねこぶっちー,斉藤,洋,さいとう,ひろし,,講談社,406519698,2022-06-17,4.19,10,150,推薦図書,,字数カウントしていない本,小学校中学年,0.7,児童書,日本の文学,,,14,40,267,14,13,20,42,3,1,4,7,8,83754,,asako03331k,yukari05831k,,43,1,1,0,0,0,4/41,,
dq226,こぎつねコンチ,こぎつねこんち,中川,李枝子,なかがわ,りえこ,,のら書店,493112932,2022-06-17,0.33,8,120,,,字数カウントしていない本,小学校低学年,0.2,児童書,日本の文学,,,10,30,117,15,15,18,40,2,2,3,2,3,16359,,mizuho00641k,yukari05831k,,32,0,0,0,0,0,4/41,,
dq225,ちいさいロッタちゃん,ちいさいろったちゃん,リンドグレーン,アスドリッド,りんどぐれーん,あすどりっど,,偕成社,403532020,2022-06-12,1.48,8,120,,,字数カウントしていない本,小学校低学年～小学校中学年,0.4,児童書,海外の文学,,,12,35,155,0,26,27,17,5,2,1,5,2,37091,,asako03331k,yukari05831k,,40,0,0,0,0,0,4/41,,
dq224,レンタルロボット,れんたるろぼっと,滝井,幸代,たきい,さちよ,,ジュニア文学館,405203404,2022-06-07,1.01,8,120,推薦図書,,字数カウントしていない本,小学校低学年～小学校中学年,0.4,児童書,日本の文学,,,12,36,114,17,4,5,6,4,5,6,3,3,25272,,asako03331k,yukari05831k,,35,0,0,0,0,0,4/41,,
dq223,クーちゃんとぎんがみちゃん,くーちゃんとぎんがみちゃん,北川,佳奈,きたがわ,かな,,岩崎書店,426584031,2022-06-06,0.89,8,120,,,字数カウントしていない本,小学校中学年～小学校高学年,0.7,児童書,日本の文学,ファンタジｰ・SF,,11,29,78,14,4,5,21,3,4,3,2,2,12663,,mizuho00641k,yukari05831k,,27,1,1,0,0,0,4/41,,
dq222,手ぶくろを買いに,てぶくろをかいに,新美,南吉,にいみ,なんきち,,偕成社,403963310,2022-06-06,0.04,8,120,,,字数カウントしていない本,未就学～小学校低学年,0.1,児童書,絵本,,,18,40,31,16,7,3,8,3,0,0,0,0,4350,,yukiko06941k,yukari05831k,,28,0,0,0,0,0,4/41,,
dq221,二分間の冒険,にふんかんのぼうけん,岡田,淳,おかだ,じゅん,,偕成社,403635250,2022-06-05,6.55,10,150,,,字数カウントしていない本,小学校中学年～小学校高学年,0.7,児童書,日本の文学,,,15,40,233,16,1,6,18,1,7,7,2,2,93520,,asako03331k,yukari05831k,,50,0,0,0,0,0,4/41,,
