作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,クイズ?,出題順番,試験監督,かかった秒数,獲得読Q本point,獲得時短point,現在の生涯point,現時点の級,現時点の今年度point
不合格16度目,2022-09-30 18:01:11,yukari05831k,59,神奈川県,藤沢市,dq265,,,,,Tae01351,6,0,0,8.46,10,0,
回答開始,2022-09-30 18:04:57,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-23,0,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:05:06,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-26,1,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:05:13,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-27,2,yukari05831k,,,,8.46,10,0,
誤答,2022-09-30 18:05:14,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-26,1,yukari05831k,6,,,8.46,10,0,
回答開始,2022-09-30 18:05:19,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-3,3,yukari05831k,,,,8.46,10,0,
正答,2022-09-30 18:05:20,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-27,2,yukari05831k,4,,,8.46,10,0,
回答開始,2022-09-30 18:05:30,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-7,4,yukari05831k,,,,8.46,10,0,
正答,2022-09-30 18:05:30,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-3,3,yukari05831k,9,,,8.46,10,0,
回答開始,2022-09-30 18:05:36,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-13,5,yukari05831k,,,,8.46,10,0,
正答,2022-09-30 18:05:37,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-7,4,yukari05831k,5,,,8.46,10,0,
回答開始,2022-09-30 18:05:47,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-12,6,yukari05831k,,,,8.46,10,0,
正答,2022-09-30 18:05:47,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-13,5,yukari05831k,9,,,8.46,10,0,
回答開始,2022-09-30 18:05:53,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-19,7,yukari05831k,,,,8.46,10,0,
正答,2022-09-30 18:05:53,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-12,6,yukari05831k,4,,,8.46,10,0,
正答,2022-09-30 18:06:05,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-19,7,yukari05831k,11,,,8.46,10,0,
誤答,2022-09-30 18:06:21,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-19,9,Tae01351,0,,,8.46,10,0,
不合格17度目,2022-09-30 18:06:21,yukari05831k,59,神奈川県,藤沢市,dq206,,,,,Tae01351,55,0,0,8.46,10,0,
回答開始,2022-09-30 18:06:26,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-6,0,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:06:35,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-32,1,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:06:44,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-31,2,yukari05831k,,,,8.46,10,0,
誤答,2022-09-30 18:06:44,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-32,1,yukari05831k,7,,,8.46,10,0,
回答開始,2022-09-30 18:06:49,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-11,3,yukari05831k,,,,8.46,10,0,
正答,2022-09-30 18:06:49,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-31,2,yukari05831k,4,,,8.46,10,0,
回答開始,2022-09-30 18:06:59,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-11,4,yukari05831k,,,,8.46,10,0,
誤答,2022-09-30 18:06:59,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-11,3,yukari05831k,8,,,8.46,10,0,
誤答,2022-09-30 18:07:17,yukari05831k,59,神奈川県,藤沢市,dq206,,,dq206-16,5,Tae01351,0,,,8.46,10,0,
不合格18度目,2022-09-30 18:07:17,yukari05831k,59,神奈川県,藤沢市,dq206,,,,,Tae01351,27,0,0,8.46,10,0,
回答開始,2022-09-30 18:10:18,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-5,0,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:10:37,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-13,1,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:10:38,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-13,1,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:10:38,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-13,1,yukari05831k,,,,8.46,10,0,
誤答,2022-09-30 18:10:39,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-13,2,Tae01351,0,,,8.46,10,0,
不合格19度目,2022-09-30 18:10:39,yukari05831k,59,神奈川県,藤沢市,dq264,,,,,Tae01351,17,0,0,8.46,10,0,
回答開始,2022-09-30 18:12:13,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-42,0,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:12:19,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-6,1,yukari05831k,,,,8.46,10,0,
回答開始,2022-09-30 18:12:19,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-6,1,yukari05831k,,,,8.46,10,0,
誤答,2022-09-30 18:12:20,yukari05831k,59,神奈川県,藤沢市,dq264,,,dq264-6,2,Tae01351,0,,,8.46,10,0,
不合格20度目,2022-09-30 18:12:20,yukari05831k,59,神奈川県,藤沢市,dq264,,,,,Tae01351,4,0,0,8.46,10,0,
,
,
作業/判定,タイムスタンプ,読Qネーム,会員種別,年齢,都道府県,市町村,所属団体読Qネーム,内容,金額,有効期限更新
ログイン,2022-09-30 11:17:17,asako03331k,監修者,56,大阪府,箕面市,,,,,
ログイン,2022-09-30 17:57:27,yukari05831k,監修者,59,神奈川県,藤沢市,,,,,
顔認証成功,2022-09-30 17:59:23,Tae01351,一般,37,神奈川県,藤沢市,,,,,
顔認証成功,2022-09-30 18:04:51,Tae01351,一般,37,神奈川県,藤沢市,,,,,
顔認証成功,2022-09-30 18:10:11,Tae01351,一般,37,神奈川県,藤沢市,,,,,
ログアウト,2022-09-30 18:12:28,yukari05831k,監修者,59,神奈川県,藤沢市,,,,,
,
,
作業/判定,タイムスタンプ,読Qネーム,年齢,読Q本ID,書籍名,著者,内容,対象 読Qﾈｰﾑ,いいね！した帯文
,
,
作業/判定,タイムスタンプ,読Qネーム,年齢,読Q本ID,書籍名,著者,クイズ?,獲得point,現在の生涯point,現在の級,内容
本の申請,2022-09-30 11:28:57,asako03331k,56,dq272,雨ふる本屋と雨もりの森,日向 理恵子,,8.21,440.63,5,,
読Q本認定,2022-09-30 11:30:28,asako03331k,56,dq272,雨ふる本屋と雨もりの森,日向 理恵子,,8.21,441.45,5,,
,
,
作業/判定,タイムスタンプ,読Qネーム,年齢,読Q本ID,書籍名,著者,クイズ?,対象 読Qﾈｰﾑ,内容
,
,
作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,対象 読Qﾈｰﾑ,監督回数
,
,
作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,検出書籍名,著者,ジャンルから,検索方法,アクション
ISBNから,2022-09-30 00:02:26,非会員,,,,dq209,スーホの白い馬,大塚 勇三,,,詳細を見る,
ISBNから,2022-09-30 00:02:27,非会員,,,,dq231,みにくいアヒルの子,アンデルセン ハンス・クリスチャン,,,詳細を見る,
ISBNから,2022-09-30 00:02:27,非会員,,,,dq219,なぞなぞのすきな女の子,松岡 享子,,,詳細を見る,
ISBNから,2022-09-30 00:02:28,非会員,,,,dq197,チョコレート戦争,大石 真,,,詳細を見る,
ISBNから,2022-09-30 00:02:28,非会員,,,,dq221,二分間の冒険,岡田 淳,,,詳細を見る,
ISBNから,2022-09-30 01:30:39,非会員,,,,dq221,二分間の冒険,岡田 淳,,,詳細を見る,
ISBNから,2022-09-30 01:30:40,非会員,,,,dq197,チョコレート戦争,大石 真,,,詳細を見る,
ISBNから,2022-09-30 05:28:24,非会員,,,,dq231,みにくいアヒルの子,アンデルセン ハンス・クリスチャン,,,詳細を見る,
ISBNから,2022-09-30 06:01:55,非会員,,,,dq219,なぞなぞのすきな女の子,松岡 享子,,,詳細を見る,
ISBNから,2022-09-30 06:01:57,非会員,,,,dq197,チョコレート戦争,大石 真,,,詳細を見る,
ISBNから,2022-09-30 06:01:57,非会員,,,,dq209,スーホの白い馬,大塚 勇三,,,詳細を見る,
ISBNから,2022-09-30 06:01:57,非会員,,,,dq221,二分間の冒険,岡田 淳,,,詳細を見る,
