作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,検出書籍名,著者,ジャンルから,検索方法,アクション
ISBNから,2021-08-20 12:12:18,非会員,,,,dq29,最後の一枚の葉,ヘンリー オー,,,詳細を見る,
ISBNから,2021-08-20 12:13:48,非会員,,,,dq46,大どろぼうホッツェンプロッツ,プロイスラー オトフリート,,,詳細を見る,
